original_title,adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
2012,False,,200000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",http://www.sonypictures.com/movies/2012,14161,tt1190080,en,"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",16.698628,/5tIW9nTuxxy8iXSvsKJqFDVZpyg.jpg,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Centropolis Entertainment', 'id': 347}, {'name': 'The Mark Gordon Company', 'id': 1557}, {'name': 'Farewell Productions', 'id': 10905}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-10-10,769653595.0,158.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'hi', 'name': 'हिन्दी'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'la', 'name': 'Latin'}, {'iso_639_1': 'zh', 'name': '普通话'}, {'iso_639_1': 'pt', 'name': 'Português'}, {'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'bo', 'name': ''}]",Released,We Were Warned.,2012,False,5.6,4994.0
Precious,False,,10000000,"[{'id': 18, 'name': 'Drama'}]",http://www.weareallprecious.com/,25793,tt0929632,en,"Set in Harlem in 1987, Claireece ""Precious"" Jones is a 16-year-old African American girl born into a life no one would want. She's pregnant for the second time by her absent father; at home, she must wait hand and foot on her mother, an angry woman who abuses her emotionally and physically. School is chaotic and Precious has reached the ninth grade with good marks and a secret--she can't read.",8.293548,/bQFHC0GHs1vE6GabCK6TTGX7Zaq.jpg,"[{'name': 'Smokewood Entertainment Group', 'id': 4424}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-11-06,47536959.0,110.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,Life is hard. Life is short. Life is painful. Life is rich. Life is....Precious.,Precious,False,6.9,426.0
Ninja Assassin,False,,40000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",http://ninja-assassin-movie.warnerbros.com/,22832,tt1186367,en,"Ninja Assassin follows Raizo (Rain), one of the deadliest assassins in the world. Taken from the streets as a child, he was transformed into a trained killer by the Ozunu Clan, a secret society whose very existence is considered a myth. But haunted by the merciless execution of his friend by the Clan, Raizo breaks free from them and vanishes. Now he waits, preparing to exact his revenge.",9.163897,/k0Nu7HuUdnjfeNPR6YSY0PDH2et.jpg,"[{'name': 'Studio Babelsberg', 'id': 264}, {'name': 'Anarchos Productions', 'id': 450}, {'name': 'Legendary Pictures', 'id': 923}, {'name': 'Dark Castle Entertainment', 'id': 1786}, {'name': 'Silver Pictures', 'id': 1885}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Medienboard Berlin-Brandenburg', 'id': 7307}, {'name': 'Deutsche Filmförderfonds (DFFF)', 'id': 11238}, {'name': 'Rocklock Films', 'id': 69582}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-09-29,60462347.0,99.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Fear not the weapon, but the hand that wields it.",Ninja Assassin,False,6.2,384.0
Ticker,False,,7000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",,31002,tt0196158,en,"Ray Nettles, a detective of San Francisco, and his partner Fuzzy must take up to one of the most dangerous terrorist gangs of the city. When one of the terrorists, the beautiful scientist Claire Manning is arrested, Swan, the leader of the terrorists, claims he will let explode bombs throughout the city if she will not be released. Because of the possible bloodshed, Nettles calls for the help of explosive expert Frank Glass...",6.527479,/eQ8akZygPmXUeipo3GsE7RnhuCr.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-01-01,0.0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Ticker,False,3.6,31.0
The Blind Side,False,,29000000,"[{'id': 18, 'name': 'Drama'}]",http://www.theblindsidemovie.com/,22881,tt0878804,en,"Oversized African-American, Michael Oher, the teen from across the tracks and a broken home, has nowhere to sleep at age 16. Taken in by an affluent Memphis couple, Michael embarks on a remarkable rise to play for the NFL.",12.753109,/wEGFSgPebLk6g1ngKsJ6a46PYLV.jpg,"[{'name': 'Alcon Entertainment', 'id': 1088}, {'name': 'Left Tackle Pictures', 'id': 12193}, {'name': 'Zucker/Netter Productions', 'id': 12194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-11-20,309208309.0,129.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Based on the extraordinary true story,The Blind Side,False,7.2,1626.0
Invictus,False,,60000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",http://invictusmovie.warnerbros.com,22954,tt1057500,en,"Newly elected President Nelson Mandela knows his nation remains racially and economically divided in the wake of apartheid. Believing he can bring his people together through the universal language of sport, Mandela rallies South Africa's rugby team as they make their historic run to the 1995 Rugby World Cup Championship match.",9.109838,/esOAiQi9jLb9JyLIyLt2JuVd8fa.jpg,"[{'name': 'Spyglass Entertainment', 'id': 158}, {'name': 'Malpaso Productions', 'id': 171}, {'name': 'Revelations Entertainment', 'id': 906}, {'name': 'Mace Neufeld Productions', 'id': 2767}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Liberty Pictures (II)', 'id': 76466}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-12-10,122233971.0,134.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,His people needed a leader. He gave them a champion.,Invictus,False,7.0,1150.0
Avatar,False,"{'id': 87096, 'name': 'Avatar Collection', 'poster_path': '/nslJVsO58Etqkk17oXMuVK4gNOF.jpg', 'backdrop_path': '/9s4BM48NweGFrIRE6haIul0YJ9f.jpg'}",237000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",http://www.avatarmovie.com/,19995,tt0499549,en,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",185.070892,/kmcqlZGaSh20zpTbuoF0Cdn07dT.jpg,"[{'name': 'Ingenious Film Partners', 'id': 289}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Dune Entertainment', 'id': 444}, {'name': 'Lightstorm Entertainment', 'id': 574}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2009-12-10,2787965087.0,162.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,Enter the World of Pandora.,Avatar,False,7.2,12114.0
Nine,False,,80000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",http://nine-movie.com/,10197,tt0875034,en,"Arrogant, self-centered movie director Guido Contini finds himself struggling to find meaning, purpose, and a script for his latest film endeavor. With only a week left before shooting begins, he desperately searches for answers and inspiration from his wife, his mistress, his muse, and his mother.",5.658857,/2PSmbXIUWgUVsXq2U1MoVj3f38g.jpg,"[{'name': 'The Weinstein Company', 'id': 308}, {'name': 'Relativity Media', 'id': 7295}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-12-03,53825515.0,112.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,"This Holiday Season, Be Italian",Nine,False,5.1,169.0
Sherlock Holmes,False,"{'id': 102322, 'name': 'Sherlock Holmes Collection', 'poster_path': '/bsUN9Ph1nUituteKWOhPQGguNXt.jpg', 'backdrop_path': '/aeLom584FZdu6253WMaYEUCrTdu.jpg'}",90000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",http://sherlock-holmes-movie.warnerbros.com/,10528,tt0988045,en,"Eccentric consulting detective, Sherlock Holmes and Doctor John Watson battle to bring down a new nemesis and unravel a deadly plot that could destroy England.",15.68604,/22ngurXbLqab7Sko6aTSdwOCe5W.jpg,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Silver Pictures', 'id': 1885}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Internationale Filmproduktion Blackbird Dritte', 'id': 19855}, {'name': 'Wigram Productions', 'id': 23202}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-12-23,524028679.0,128.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,Nothing escapes him.,Sherlock Holmes,False,7.0,5883.0
The Last Station,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",http://www.sonyclassics.com/thelaststation/,36811,tt0824758,en,"A historical drama that illustrates Russian author Leo Tolstoy's struggle to balance fame and wealth with his commitment to a life devoid of material things. The Countess Sofya, wife and muse to Leo Tolstoy, uses every trick of seduction on her husband's loyal disciple, whom she believes was the person responsible for Tolstoy signing a new will that leaves his work and property to the Russian people.",4.029732,/eVw4grZfTeO4KTTzEuNPzWIK6Vo.jpg,"[{'name': 'Zephyr Films', 'id': 16923}, {'name': 'Egoli Tossell Film', 'id': 44224}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'RU', 'name': 'Russia'}]",2009-09-04,0.0,112.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Intoxicating. Infuriating. Impossible. Love.,The Last Station,False,6.7,55.0
Youth in Revolt,False,,18000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",http://youthinrevolt-themovie.com/,22327,tt0403702,en,"Nick Twisp (Michael Cera), a teen with a taste for the finer things in life like Sinatra and Fellini, falls hopelessly in love with the beautiful, free-spirited Sheeni Saunders (Portia Doubleday) while on a family vacation.  But family, geography and jealous ex-lovers conspire to keep these two apart. Nick abandons his dull, predictable life and develops a rebellious alter ego: François.  With his ascot, his moustache and his cigarette, François will stop at nothing to be with Sheeni, and leads Nick on a path of destruction with unpredictable consequences..",5.433934,/nQ45Ypo7fdgBWGUICyT0XR5RPU6.jpg,"[{'name': 'Dimension Films', 'id': 7405}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-09-11,0.0,87.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,"Every ""Revolution"" Needs A Leader",Youth in Revolt,False,5.9,323.0
The Book of Eli,False,,80000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",,20504,tt1037705,en,"A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind.",14.39853,/qL3FnEug9DyBcaBXVb0oT3DJMJu.jpg,"[{'name': 'Alcon Entertainment', 'id': 1088}, {'name': 'Silver Pictures', 'id': 1885}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-01-14,157107755.0,118.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Some will kill to have it. He will kill to protect it.,The Book of Eli,False,6.6,2207.0
Legion,False,,26000000,"[{'id': 27, 'name': 'Horror'}]",http://www.legionmovie.com,22894,tt1038686,en,"When God loses faith in humankind, he sends his legion of angels to bring on the Apocalypse. Humanity's only hope for survival lies in a group of strangers trapped in an out-of-the-way, desert diner with the Archangel Michael.",13.795875,/mXJJPsVfQdf0OWxgoWgDUFyzJQo.jpg,"[{'name': 'Bold Films', 'id': 2266}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-01-21,67918658.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"When the last angel falls, the fight for mankind begins.",Legion,False,5.2,643.0
I Love You Phillip Morris,False,,13000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,8952,tt1045772,en,"Steve Russell is a small-town cop. Bored with his bland lifestyle, Russell turns to fraud as a means of shaking things up. Before long, Russell's criminal antics have landed him behind bars, where he encounters the charismatic Phillip Morris. Smitten, Russell devotes his entire life to being with Morris regardless of the consequences.",5.773752,/qtAuWLGQ7N4PNQ6boZeqqoUY2l9.jpg,"[{'name': 'EuropaCorp', 'id': 6896}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-01-18,10652035.0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Conman who wouldn't go straight.,I Love You Phillip Morris,False,6.4,514.0
44 Inch Chest,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",http://www.44inchchestfilm.com,29182,tt0914837,en,"Provocative, outrageously profane and surprisingly tender amidst an explosion of unbridled testosterone, 44 INCH CHEST explores the masculine ego at breaking point, testing whether fear is stronger than love. Colin (Ray Winstone) is in agony, shattered by his wife’s (Joanne Whalley) infidelity, so his friends kidnap the wife's lover so he can have his revenge.",2.237262,/3iGgHTm8SXPu9dYKJEUwleZfGGc.jpg,"[{'name': 'IM Global', 'id': 7437}, {'name': 'Anonymous Content', 'id': 10039}, {'name': 'Passenger', 'id': 24419}, {'name': 'Twilight Production & Entertainment', 'id': 24420}, {'name': 'Omni Films', 'id': 24421}, {'name': 'Prescience Media', 'id': 24422}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2009-10-08,0.0,95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,44 Inch Chest,False,6.0,37.0
Remember Me,False,,16000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",http://rememberme-movie.com/,23169,tt1403981,en,"Still reeling from a heartbreaking family event and his parents' subsequent divorce, Tyler Hawkins discovers a fresh lease on life when he meets Ally Craig, a gregarious beauty who witnessed her mother's death. But as the couple draws closer, the fallout from their separate tragedies jeopardizes their love.",8.307719,/rlWRvkApEUM33yOPmzULJwUnAZI.jpg,"[{'name': 'Summit Entertainment', 'id': 491}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-03-12,56032889.0,113.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Live in the moments.,Remember Me,False,6.9,980.0
Frozen,False,,0,"[{'id': 53, 'name': 'Thriller'}]",http://www.frozen-film.com/,44363,tt1323045,en,Three skiers are stranded on a chairlift and forced to make life-or-death choices that prove more perilous than staying put and freezing to death.,10.245682,/lfZNJlAZoheNVHPBhTTlpkBQj4B.jpg,"[{'name': 'ArieScope Pictures', 'id': 3960}, {'name': 'A Bigger Boat', 'id': 5855}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-02-05,3065860.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,No one knows you're up there,Frozen,False,5.9,586.0
The Bounty Hunter,False,,40000000,"[{'id': 28, 'name': 'Action'}]",http://www.thebountyhunter-movie.net/,27573,tt1038919,en,"Milo Boyd is a bounty hunter whose latest gig is rather satisfying, as he finds out that the bail-skipper he must chase down is his own ex-wife, Nicole -- but she has no intention of getting nabbed without a fight. Complicating matters, Nicole's wannabe-boyfriend, Stewart, joins the chase.",6.715263,/lAuOwnlWrBOOiWGpS3wqhfF4CRx.jpg,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Original Film', 'id': 333}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Madhouse Entertainment', 'id': 12199}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-03-16,136000000.0,110.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"It's a Job. It Isn't Personal. Well, Maybe a Little...",The Bounty Hunter,False,5.6,878.0
Case 39,False,,27000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",http://www.case39movie.com/mainsite/,28355,tt0795351,en,"In her many years as a social worker, Emily Jenkins believes she has seen it all, until she meets 10-year-old Lilith and the girl's cruel parents. Emily's worst fears are confirmed when the parents try to harm the child, and so Emily assumes custody of Lilith while she looks for a foster family. However, Emily soon finds that dark forces surround the seemingly innocent girl, and the more she tries to protect Lilith, the more horrors she encounters.",9.644085,/xSyj4F1UVtAXhqSGpNCZRaBsKAJ.jpg,"[{'name': 'Paramount Vantage', 'id': 838}, {'name': 'Anonymous Content', 'id': 10039}, {'name': 'Misher Films', 'id': 11581}, {'name': 'Case 39 Productions', 'id': 11582}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-08-13,29000000.0,109.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Some cases should  never be opened.,Case 39,False,6.1,580.0
